"match_id","bookmaker","market","team_a_odds","draw_odds","team_b_odds","team_a_implied","draw_implied","team_b_implied","recorded_at","source","bookmaker_type"
"1","1xBet","h2h","1.54","4.3","6.8","64.9","23.3","14.7","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"1","888sport","h2h","1.5","3.8","6.0","66.7","26.3","16.7","2026-05-14T14:53:53Z","theoddsapi_event_odds_pool","Soft"
"1","Bet Right","h2h","1.48","3.9","6.5","67.6","25.6","15.4","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Unknown"
"1","Bet Victor","h2h","1.45","4.0","6.5","69","25","15.4","2026-05-14T14:53:02Z","theoddsapi_event_odds_pool","Unknown"
"1","Betclic (FR)","h2h","1.48","4.05","5.9","67.6","24.7","16.9","2026-05-14T14:50:01Z","theoddsapi_event_odds_pool","Unknown"
"1","Betfair","h2h","1.53","4.5","6.6","65.4","22.2","15.2","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Sharp"
"1","Betfair","h2h","1.53","4.3","6.6","65.4","23.3","15.2","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Sharp"
"1","Betfair","h2h","1.53","4.5","6.6","65.4","22.2","15.2","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Sharp"
"1","Betfred (UK)","h2h","1.5","4.0","7.0","66.7","25","14.3","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Soft"
"1","BetMGM","h2h","1.48","3.9","5.5","67.6","25.6","18.2","2026-05-14T14:53:32Z","theoddsapi_event_odds_pool","Soft"
"1","BetOnline.ag","h2h","1.53","4.4","6.55","65.4","22.7","15.3","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Sharp"
"1","Betr","h2h","1.5","4.0","6.5","66.7","25","15.4","2026-05-14T14:53:57Z","theoddsapi_event_odds_pool","Unknown"
"1","BetRivers","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:53:12Z","theoddsapi_event_odds_pool","Soft"
"1","Betsson","h2h","1.52","4.1","7.1","65.8","24.4","14.1","2026-05-14T14:54:22Z","theoddsapi_event_odds_pool","Unknown"
"1","Betway","h2h","1.5","4.2","5.75","66.7","23.8","17.4","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Soft"
"1","Bovada","h2h","1.51","4.2","6.5","66.2","23.8","15.4","2026-05-14T14:51:43Z","theoddsapi_event_odds_pool","Sharp"
"1","BoyleSports","h2h","1.5","3.8","6.5","66.7","26.3","15.4","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"1","Casumo","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Unknown"
"1","Coolbet","h2h","1.53","4.2","7.25","65.4","23.8","13.8","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"1","Coral","h2h","1.53","4.2","6.0","65.4","23.8","16.7","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Soft"
"1","DraftKings","h2h","1.51","4.3","6.5","66.2","23.3","15.4","2026-05-14T14:52:47Z","theoddsapi_event_odds_pool","Soft"
"1","Everygame","h2h","1.5","4.0","6.25","66.7","25","16","2026-05-14T14:54:27Z","theoddsapi_event_odds_pool","Unknown"
"1","FanDuel","h2h","1.53","4.1","7.0","65.4","24.4","14.3","2026-05-14T14:53:32Z","theoddsapi_event_odds_pool","Soft"
"1","Grosvenor","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Unknown"
"1","GTbets","h2h","1.55","4.15","6.18","64.5","24.1","16.2","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Unknown"
"1","Ladbrokes","h2h","1.53","4.2","6.0","65.4","23.8","16.7","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Soft"
"1","Ladbrokes","h2h","1.52","4.1","5.8","65.8","24.4","17.2","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Soft"
"1","LeoVegas","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"1","LeoVegas (SE)","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Unknown"
"1","LiveScore Bet","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Unknown"
"1","Marathon Bet","h2h","1.52","4.3","7.1","65.8","23.3","14.1","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Unknown"
"1","MyBookie.ag","h2h","1.5","4.1","6.0","66.7","24.4","16.7","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Unknown"
"1","Neds","h2h","1.52","4.1","5.8","65.8","24.4","17.2","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Soft"
"1","Nordic Bet","h2h","1.52","4.1","7.1","65.8","24.4","14.1","2026-05-14T14:54:20Z","theoddsapi_event_odds_pool","Unknown"
"1","Paddy Power","h2h","1.5","4.0","7.0","66.7","25","14.3","2026-05-14T14:52:48Z","theoddsapi_event_odds_pool","Unknown"
"1","Pinnacle","h2h","1.49","4.14","6.41","67.1","24.2","15.6","2026-05-14T14:54:38Z","theoddsapi_event_odds_pool","Sharp"
"1","PMU (FR)","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Unknown"
"1","PointsBet (AU)","h2h","1.5","4.1","6.5","66.7","24.4","15.4","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Soft"
"1","Sky Bet","h2h","1.5","4.0","6.5","66.7","25","15.4","2026-05-14T14:54:44Z","theoddsapi_event_odds_pool","Unknown"
"1","Smarkets","h2h","1.51","4.3","6.4","66.2","23.3","15.6","2026-05-14T14:54:20Z","theoddsapi_event_odds_pool","Sharp"
"1","SportsBet","h2h","1.47","4.1","7.0","68","24.4","14.3","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Soft"
"1","TAB","h2h","1.52","4.0","6.5","65.8","25","15.4","2026-05-14T14:53:58Z","theoddsapi_event_odds_pool","Soft"
"1","TABtouch","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Soft"
"1","Unibet","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Soft"
"1","Unibet (FR)","h2h","1.48","4.05","5.9","67.6","24.7","16.9","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Soft"
"1","Unibet (NL)","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Soft"
"1","Unibet (SE)","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Soft"
"1","Unibet (UK)","h2h","1.48","4.0","6.0","67.6","25","16.7","2026-05-14T14:53:55Z","theoddsapi_event_odds_pool","Soft"
"1","Virgin Bet","h2h","1.48","4.0","7.0","67.6","25","14.3","2026-05-14T14:53:55Z","theoddsapi_event_odds_pool","Unknown"
"1","William Hill","h2h","1.5","3.8","6.0","66.7","26.3","16.7","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Soft"
"1","Winamax (FR)","h2h","1.44","4.0","6.0","69.4","25","16.7","2026-05-14T14:53:58Z","theoddsapi_event_odds_pool","Unknown"
"2","1xBet","h2h","2.73","3.2","2.83","36.6","31.2","35.3","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"2","888sport","h2h","2.5","3.25","2.62","40","30.8","38.2","2026-05-14T14:53:53Z","theoddsapi_event_odds_pool","Soft"
"2","Bet Right","h2h","2.65","3.1","2.6","37.7","32.3","38.5","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Unknown"
"2","Bet Victor","h2h","2.6","3.1","2.6","38.5","32.3","38.5","2026-05-14T14:53:02Z","theoddsapi_event_odds_pool","Unknown"
"2","Betclic (FR)","h2h","2.62","3.07","2.62","38.2","32.6","38.2","2026-05-14T14:50:01Z","theoddsapi_event_odds_pool","Unknown"
"2","Betfair","h2h","2.76","3.2","2.84","36.2","31.2","35.2","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Sharp"
"2","Betfair","h2h","2.76","3.2","2.88","36.2","31.2","34.7","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Sharp"
"2","Betfair","h2h","2.76","3.2","2.88","36.2","31.2","34.7","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Sharp"
"2","Betfred (UK)","h2h","2.75","3.2","2.62","36.4","31.2","38.2","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Soft"
"2","BetMGM","h2h","2.7","3.2","2.65","37","31.2","37.7","2026-05-14T14:53:32Z","theoddsapi_event_odds_pool","Soft"
"2","BetOnline.ag","h2h","2.66","3.25","2.85","37.6","30.8","35.1","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Sharp"
"2","Betr","h2h","2.62","3.2","2.62","38.2","31.2","38.2","2026-05-14T14:53:57Z","theoddsapi_event_odds_pool","Unknown"
"2","BetRivers","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:53:12Z","theoddsapi_event_odds_pool","Soft"
"2","Betsson","h2h","2.7","3.2","2.85","37","31.2","35.1","2026-05-14T14:54:22Z","theoddsapi_event_odds_pool","Unknown"
"2","Betway","h2h","2.6","3.2","2.62","38.5","31.2","38.2","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Soft"
"2","BoyleSports","h2h","2.5","3.1","2.7","40","32.3","37","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"2","Casumo","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Unknown"
"2","Coolbet","h2h","2.8","3.3","2.7","35.7","30.3","37","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"2","Coral","h2h","2.7","3.2","2.7","37","31.2","37","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Soft"
"2","DraftKings","h2h","2.7","3.1","2.65","37","32.3","37.7","2026-05-14T14:52:47Z","theoddsapi_event_odds_pool","Soft"
"2","Everygame","h2h","2.55","3.0","2.7","39.2","33.3","37","2026-05-14T14:54:27Z","theoddsapi_event_odds_pool","Unknown"
"2","FanDuel","h2h","2.7","3.2","2.65","37","31.2","37.7","2026-05-14T14:53:32Z","theoddsapi_event_odds_pool","Soft"
"2","Grosvenor","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Unknown"
"2","GTbets","h2h","2.65","3.25","2.77","37.7","30.8","36.1","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Unknown"
"2","Ladbrokes","h2h","2.7","3.2","2.62","37","31.2","38.2","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Soft"
"2","Ladbrokes","h2h","2.7","3.2","2.6","37","31.2","38.5","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Soft"
"2","LeoVegas","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"2","LeoVegas (SE)","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Unknown"
"2","LiveScore Bet","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Unknown"
"2","Marathon Bet","h2h","2.73","3.2","2.83","36.6","31.2","35.3","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Unknown"
"2","MyBookie.ag","h2h","2.65","3.1","2.64","37.7","32.3","37.9","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Unknown"
"2","Neds","h2h","2.7","3.2","2.6","37","31.2","38.5","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Soft"
"2","Nordic Bet","h2h","2.7","3.2","2.85","37","31.2","35.1","2026-05-14T14:54:20Z","theoddsapi_event_odds_pool","Unknown"
"2","Paddy Power","h2h","2.7","3.2","2.62","37","31.2","38.2","2026-05-14T14:52:48Z","theoddsapi_event_odds_pool","Unknown"
"2","Pinnacle","h2h","2.66","3.1","2.77","37.6","32.3","36.1","2026-05-14T14:54:38Z","theoddsapi_event_odds_pool","Sharp"
"2","PMU (FR)","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Unknown"
"2","PointsBet (AU)","h2h","2.65","3.2","2.65","37.7","31.2","37.7","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Soft"
"2","Sky Bet","h2h","2.63","3.1","2.63","38","32.3","38","2026-05-14T14:54:44Z","theoddsapi_event_odds_pool","Unknown"
"2","Smarkets","h2h","2.6","2.98","2.58","38.5","33.6","38.8","2026-05-14T14:54:20Z","theoddsapi_event_odds_pool","Sharp"
"2","SportsBet","h2h","2.7","3.2","2.62","37","31.2","38.2","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Soft"
"2","TAB","h2h","2.6","3.1","2.8","38.5","32.3","35.7","2026-05-14T14:53:58Z","theoddsapi_event_odds_pool","Soft"
"2","TABtouch","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Soft"
"2","Unibet","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Soft"
"2","Unibet (FR)","h2h","2.6","3.05","2.6","38.5","32.8","38.5","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Soft"
"2","Unibet (NL)","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Soft"
"2","Unibet (SE)","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Soft"
"2","Unibet (UK)","h2h","2.65","3.05","2.6","37.7","32.8","38.5","2026-05-14T14:53:55Z","theoddsapi_event_odds_pool","Soft"
"2","Virgin Bet","h2h","2.6","3.15","2.7","38.5","31.7","37","2026-05-14T14:53:55Z","theoddsapi_event_odds_pool","Unknown"
"2","William Hill","h2h","2.5","3.25","2.62","40","30.8","38.2","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Soft"
"2","Winamax (FR)","h2h","2.5","3.05","2.65","40","32.8","37.7","2026-05-14T14:53:58Z","theoddsapi_event_odds_pool","Unknown"
"3","1xBet","h2h","2.04","3.38","4.12","49","29.6","24.3","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"3","Betfair","h2h","1.99","3.2","4.2","50.3","31.2","23.8","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Sharp"
"3","Betfair","h2h","1.99","3.2","4.2","50.3","31.2","23.8","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Sharp"
"3","Betfair","h2h","1.99","3.2","4.2","50.3","31.2","23.8","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Sharp"
"3","Betfred (UK)","h2h","2.0","3.3","4.0","50","30.3","25","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Soft"
"3","BetOnline.ag","h2h","2.0","3.45","4.08","50","29","24.5","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Sharp"
"3","Betr","h2h","2.0","3.25","3.75","50","30.8","26.7","2026-05-14T14:53:57Z","theoddsapi_event_odds_pool","Unknown"
"3","BetRivers","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:53:12Z","theoddsapi_event_odds_pool","Soft"
"3","Bovada","h2h","1.99","3.3","4.05","50.3","30.3","24.7","2026-05-14T14:51:43Z","theoddsapi_event_odds_pool","Sharp"
"3","Casumo","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Unknown"
"3","FanDuel","h2h","2.0","3.3","3.9","50","30.3","25.6","2026-05-14T14:53:32Z","theoddsapi_event_odds_pool","Soft"
"3","Grosvenor","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Unknown"
"3","GTbets","h2h","2.0","3.14","3.87","50","31.8","25.8","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Unknown"
"3","LeoVegas","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"3","LeoVegas (SE)","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Unknown"
"3","LiveScore Bet","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Unknown"
"3","Marathon Bet","h2h","2.02","3.38","4.15","49.5","29.6","24.1","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Unknown"
"3","Paddy Power","h2h","2.0","3.3","3.8","50","30.3","26.3","2026-05-14T14:52:48Z","theoddsapi_event_odds_pool","Unknown"
"3","Pinnacle","h2h","1.97","3.27","4.01","50.8","30.6","24.9","2026-05-14T14:54:38Z","theoddsapi_event_odds_pool","Sharp"
"3","PMU (FR)","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Unknown"
"3","PointsBet (AU)","h2h","2.0","3.3","4.0","50","30.3","25","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Soft"
"3","Sky Bet","h2h","2.0","3.25","3.8","50","30.8","26.3","2026-05-14T14:54:44Z","theoddsapi_event_odds_pool","Unknown"
"3","Smarkets","h2h","1.99","3.15","3.7","50.3","31.7","27","2026-05-14T14:54:20Z","theoddsapi_event_odds_pool","Sharp"
"3","SportsBet","h2h","2.0","3.3","3.9","50","30.3","25.6","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Soft"
"3","TABtouch","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Soft"
"3","Unibet","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Soft"
"3","Unibet (NL)","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Soft"
"3","Unibet (SE)","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Soft"
"3","Virgin Bet","h2h","2.06","3.05","3.9","48.5","32.8","25.6","2026-05-14T14:53:55Z","theoddsapi_event_odds_pool","Unknown"
"4","1xBet","h2h","1.85","3.7","4.58","54.1","27","21.8","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"4","Betfair","h2h","1.86","3.35","5.1","53.8","29.9","19.6","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Sharp"
"4","Betfair","h2h","1.76","3.35","5.1","56.8","29.9","19.6","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Sharp"
"4","Betfair","h2h","1.86","3.35","5.1","53.8","29.9","19.6","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Sharp"
"4","Betfred (UK)","h2h","1.83","3.4","4.5","54.6","29.4","22.2","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Soft"
"4","BetOnline.ag","h2h","1.78","3.65","5.0","56.2","27.4","20","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Sharp"
"4","Betr","h2h","1.8","3.4","4.5","55.6","29.4","22.2","2026-05-14T14:53:57Z","theoddsapi_event_odds_pool","Unknown"
"4","BetRivers","h2h","1.93","3.2","4.2","51.8","31.2","23.8","2026-05-14T14:53:12Z","theoddsapi_event_odds_pool","Soft"
"4","Bovada","h2h","1.77","3.65","4.65","56.5","27.4","21.5","2026-05-14T14:51:43Z","theoddsapi_event_odds_pool","Sharp"
"4","Casumo","h2h","1.93","3.2","4.2","51.8","31.2","23.8","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Unknown"
"4","FanDuel","h2h","1.77","3.4","4.5","56.5","29.4","22.2","2026-05-14T14:53:32Z","theoddsapi_event_odds_pool","Soft"
"4","Grosvenor","h2h","1.93","3.2","4.2","51.8","31.2","23.8","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Unknown"
"4","GTbets","h2h","1.91","3.6","4.31","52.4","27.8","23.2","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Unknown"
"4","LeoVegas","h2h","1.93","3.2","4.2","51.8","31.2","23.8","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"4","LeoVegas (SE)","h2h","1.93","3.2","4.2","51.8","31.2","23.8","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Unknown"
"4","LiveScore Bet","h2h","1.94","3.2","4.2","51.5","31.2","23.8","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Unknown"
"4","Marathon Bet","h2h","1.83","3.7","4.65","54.6","27","21.5","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Unknown"
"4","Paddy Power","h2h","1.8","3.4","4.5","55.6","29.4","22.2","2026-05-14T14:52:48Z","theoddsapi_event_odds_pool","Unknown"
"4","Pinnacle","h2h","1.75","3.62","4.57","57.1","27.6","21.9","2026-05-14T14:54:38Z","theoddsapi_event_odds_pool","Sharp"
"4","PMU (FR)","h2h","1.93","3.2","4.2","51.8","31.2","23.8","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Unknown"
"4","PointsBet (AU)","h2h","1.83","3.5","4.5","54.6","28.6","22.2","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Soft"
"4","Sky Bet","h2h","1.8","3.4","4.5","55.6","29.4","22.2","2026-05-14T14:54:44Z","theoddsapi_event_odds_pool","Unknown"
"4","Smarkets","h2h","1.79","3.2","4.2","55.9","31.2","23.8","2026-05-14T14:54:20Z","theoddsapi_event_odds_pool","Sharp"
"4","SportsBet","h2h","1.8","3.5","4.5","55.6","28.6","22.2","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Soft"
"4","TABtouch","h2h","1.93","3.2","4.2","51.8","31.2","23.8","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Soft"
"4","Unibet","h2h","1.94","3.2","4.2","51.5","31.2","23.8","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Soft"
"4","Unibet (NL)","h2h","1.93","3.2","4.2","51.8","31.2","23.8","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Soft"
"4","Unibet (SE)","h2h","1.93","3.2","4.2","51.8","31.2","23.8","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Soft"
"4","Virgin Bet","h2h","1.94","3.2","4.2","51.5","31.2","23.8","2026-05-14T14:53:55Z","theoddsapi_event_odds_pool","Unknown"
"5","Betfred (UK)","h2h","3.6","3.4","2.05","27.8","29.4","48.8","2026-05-22T07:40:12Z","theoddsapi_current_probe","Soft"
"5","Betr","h2h","3.75","3.25","2.0","26.7","30.8","50","2026-05-22T07:40:12Z","theoddsapi_current_probe","Unknown"
"5","FanDuel","h2h","3.6","3.4","2.05","27.8","29.4","48.8","2026-05-22T07:39:46Z","theoddsapi_current_probe","Soft"
"5","GTbets","h2h","3.56","3.38","2.11","28.1","29.6","47.4","2026-05-22T07:39:51Z","theoddsapi_current_probe","Unknown"
"5","Paddy Power","h2h","3.6","3.3","2.0","27.8","30.3","50","2026-05-22T07:39:06Z","theoddsapi_current_probe","Unknown"
"5","Sky Bet","h2h","3.6","3.3","2.05","27.8","30.3","48.8","2026-05-22T07:39:53Z","theoddsapi_current_probe","Unknown"
"5","Smarkets","h2h","3.45","3.2","1.99","29","31.2","50.3","2026-05-22T07:40:35Z","theoddsapi_current_probe","Sharp"
"5","SportsBet","h2h","3.7","3.4","2.05","27","29.4","48.8","2026-05-22T07:40:12Z","theoddsapi_current_probe","Soft"
"6","Betfred (UK)","h2h","3.0","3.25","2.38","33.3","30.8","42","2026-05-22T07:40:12Z","theoddsapi_current_probe","Soft"
"6","Betr","h2h","3.0","3.2","2.3","33.3","31.2","43.5","2026-05-22T07:40:12Z","theoddsapi_current_probe","Unknown"
"6","FanDuel","h2h","3.1","3.2","2.3","32.3","31.2","43.5","2026-05-22T07:39:46Z","theoddsapi_current_probe","Soft"
"6","GTbets","h2h","2.98","3.51","2.39","33.6","28.5","41.8","2026-05-22T07:39:51Z","theoddsapi_current_probe","Unknown"
"6","Paddy Power","h2h","3.1","3.25","2.3","32.3","30.8","43.5","2026-05-22T07:39:06Z","theoddsapi_current_probe","Unknown"
"6","Sky Bet","h2h","3.1","3.2","2.3","32.3","31.2","43.5","2026-05-22T07:39:53Z","theoddsapi_current_probe","Unknown"
"6","Smarkets","h2h","2.98","3.15","2.28","33.6","31.7","43.9","2026-05-22T07:40:35Z","theoddsapi_current_probe","Sharp"
"6","SportsBet","h2h","3.1","3.25","2.3","32.3","30.8","43.5","2026-05-22T07:40:12Z","theoddsapi_current_probe","Soft"
"7","1xBet","h2h","1.83","3.94","4.38","54.6","25.4","22.8","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"7","888sport","h2h","1.8","4.0","3.4","55.6","25","29.4","2026-05-14T14:53:53Z","theoddsapi_event_odds_pool","Soft"
"7","Bet Right","h2h","1.72","3.5","4.5","58.1","28.6","22.2","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Unknown"
"7","Bet Victor","h2h","1.75","3.3","4.5","57.1","30.3","22.2","2026-05-14T14:53:02Z","theoddsapi_event_odds_pool","Unknown"
"7","Betclic (FR)","h2h","1.78","3.53","4.1","56.2","28.3","24.4","2026-05-14T14:50:01Z","theoddsapi_event_odds_pool","Unknown"
"7","Betfair","h2h","1.83","3.85","4.6","54.6","26","21.7","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Sharp"
"7","Betfair","h2h","1.83","3.85","4.6","54.6","26","21.7","2026-05-14T14:54:41Z","theoddsapi_event_odds_pool","Sharp"
"7","Betfair","h2h","1.83","3.85","4.6","54.6","26","21.7","2026-05-14T14:54:40Z","theoddsapi_event_odds_pool","Sharp"
"7","Betfred (UK)","h2h","1.8","3.6","4.6","55.6","27.8","21.7","2026-05-14T14:54:42Z","theoddsapi_event_odds_pool","Soft"
"7","BetMGM","h2h","1.83","3.5","4.4","54.6","28.6","22.7","2026-05-14T14:53:32Z","theoddsapi_event_odds_pool","Soft"
"7","BetOnline.ag","h2h","1.83","3.73","4.5","54.6","26.8","22.2","2026-05-14T14:53:54Z","theoddsapi_event_odds_pool","Sharp"
"7","Betr","h2h","1.72","3.75","4.5","58.1","26.7","22.2","2026-05-14T14:53:57Z","theoddsapi_event_odds_pool","Unknown"
"7","BetRivers","h2h","1.74","3.5","4.75","57.5","28.6","21.1","2026-05-14T14:53:12Z","theoddsapi_event_odds_pool","Soft"
"7","Betsson","h2h","1.8","3.85","4.55","55.6","26","22","2026-05-14T14:54:22Z","theoddsapi_event_odds_pool","Unknown"
"7","Betway","h2h","1.73","4.0","4.0","57.8","25","25","2026-05-14T14:54:18Z","theoddsapi_event_odds_pool","Soft"
"7","BoyleSports","h2h","1.73","3.5","4.2","57.8","28.6","23.8","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
"7","Casumo","h2h","1.74","3.5","4.75","57.5","28.6","21.1","2026-05-14T14:54:39Z","theoddsapi_event_odds_pool","Unknown"
"7","Codere (IT)","h2h","1.83","3.7","4.3","54.6","27","23.3","2026-05-14T14:54:17Z","theoddsapi_event_odds_pool","Unknown"
